attack,defense1,defense2,multiplier
Rock,Ice,Fighting,1.0
Ghost,Ice,Fighting,1.0
Dragon,Ice,Fighting,1.0
Dark,Ice,Fighting,0.5
Steel,Ice,Fighting,2.0
Fairy,Ice,Fighting,2.0
Normal,Ice,Poison,1.0
Fire,Ice,Poison,2.0
Water,Ice,Poison,1.0
Electric,Ice,Poison,1.0
Grass,Ice,Poison,0.5
Ice,Ice,Poison,0.5
Fighting,Ice,Poison,1.0
Poison,Ice,Poison,0.5
Ground,Ice,Poison,2.0
Flying,Ice,Poison,1.0
Psychic,Ice,Poison,2.0
Bug,Ice,Poison,0.5
Rock,Ice,Poison,2.0
Ghost,Ice,Poison,1.0
Dragon,Ice,Poison,1.0
Dark,Ice,Poison,1.0
Steel,Ice,Poison,2.0
Fairy,Ice,Poison,0.5
Normal,Ice,Ground,1.0
Fire,Ice,Ground,2.0
Water,Ice,Ground,2.0
Electric,Ice,Ground,0.0
Grass,Ice,Ground,2.0
Ice,Ice,Ground,1.0
Fighting,Ice,Ground,2.0
Poison,Ice,Ground,0.5
Ground,Ice,Ground,1.0
Flying,Ice,Ground,1.0
Psychic,Ice,Ground,1.0
Bug,Ice,Ground,1.0
Rock,Ice,Ground,1.0
Ghost,Ice,Ground,1.0
Dragon,Ice,Ground,1.0
Dark,Ice,Ground,1.0
Steel,Ice,Ground,2.0
Fairy,Ice,Ground,1.0
Normal,Ice,Flying,1.0
Fire,Ice,Flying,2.0
Water,Ice,Flying,1.0
Electric,Ice,Flying,2.0
Grass,Ice,Flying,0.5
Ice,Ice,Flying,1.0
Fighting,Ice,Flying,1.0
Poison,Ice,Flying,1.0
Ground,Ice,Flying,0.0
Flying,Ice,Flying,1.0
Psychic,Ice,Flying,1.0
Bug,Ice,Flying,0.5
Rock,Ice,Flying,4.0
Ghost,Ice,Flying,1.0
Dragon,Ice,Flying,1.0
Dark,Ice,Flying,1.0
Steel,Ice,Flying,2.0
Fairy,Ice,Flying,1.0
Normal,Ice,Psychic,1.0
Fire,Ice,Psychic,2.0
Water,Ice,Psychic,1.0
Electric,Ice,Psychic,1.0
Grass,Ice,Psychic,1.0
Ice,Ice,Psychic,0.5
Fighting,Ice,Psychic,1.0
Poison,Ice,Psychic,1.0
Ground,Ice,Psychic,1.0
Flying,Ice,Psychic,1.0
Psychic,Ice,Psychic,0.5
Bug,Ice,Psychic,2.0
Rock,Ice,Psychic,2.0
Ghost,Ice,Psychic,2.0
Dragon,Ice,Psychic,1.0
Dark,Ice,Psychic,2.0
Steel,Ice,Psychic,2.0
Fairy,Ice,Psychic,1.0
Normal,Ice,Bug,1.0
Fire,Ice,Bug,4.0
Water,Ice,Bug,1.0
Electric,Ice,Bug,1.0
Grass,Ice,Bug,0.5
Ice,Ice,Bug,0.5
Fighting,Ice,Bug,1.0
Poison,Ice,Bug,1.0
Ground,Ice,Bug,0.5
Flying,Ice,Bug,2.0
Psychic,Ice,Bug,1.0
Bug,Ice,Bug,1.0
Rock,Ice,Bug,4.0
Ghost,Ice,Bug,1.0
Dragon,Ice,Bug,1.0
Dark,Ice,Bug,1.0
Steel,Ice,Bug,2.0
Fairy,Ice,Bug,1.0
Normal,Ice,Rock,0.5
Fire,Ice,Rock,1.0
Water,Ice,Rock,2.0
Electric,Ice,Rock,1.0
Grass,Ice,Rock,2.0
Ice,Ice,Rock,0.5
Fighting,Ice,Rock,4.0
Poison,Ice,Rock,0.5
Ground,Ice,Rock,2.0
Flying,Ice,Rock,0.5
Psychic,Ice,Rock,1.0
Bug,Ice,Rock,1.0
Rock,Ice,Rock,2.0
Ghost,Ice,Rock,1.0
Dragon,Ice,Rock,1.0
Dark,Ice,Rock,1.0
Steel,Ice,Rock,4.0
Fairy,Ice,Rock,1.0
Normal,Ice,Ghost,0.0
Fire,Ice,Ghost,2.0
Water,Ice,Ghost,1.0
Electric,Ice,Ghost,1.0
Grass,Ice,Ghost,1.0
Ice,Ice,Ghost,0.5
Fighting,Ice,Ghost,0.0
Poison,Ice,Ghost,0.5
Ground,Ice,Ghost,1.0
Flying,Ice,Ghost,1.0
Psychic,Ice,Ghost,1.0
Bug,Ice,Ghost,0.5
Rock,Ice,Ghost,2.0
Ghost,Ice,Ghost,2.0
Dragon,Ice,Ghost,1.0
Dark,Ice,Ghost,2.0
Steel,Ice,Ghost,2.0
Fairy,Ice,Ghost,1.0
Normal,Ice,Dragon,1.0
Fire,Ice,Dragon,1.0
Water,Ice,Dragon,0.5
Electric,Ice,Dragon,0.5
Grass,Ice,Dragon,0.5
Ice,Ice,Dragon,1.0
Fighting,Ice,Dragon,2.0
Poison,Ice,Dragon,1.0
Ground,Ice,Dragon,1.0
Flying,Ice,Dragon,1.0
Psychic,Ice,Dragon,1.0
Bug,Ice,Dragon,1.0
Rock,Ice,Dragon,2.0
Ghost,Ice,Dragon,1.0
Dragon,Ice,Dragon,2.0
Dark,Ice,Dragon,1.0
Steel,Ice,Dragon,2.0
Fairy,Ice,Dragon,2.0
Normal,Ice,Dark,1.0
Fire,Ice,Dark,2.0
Water,Ice,Dark,1.0
Electric,Ice,Dark,1.0
Grass,Ice,Dark,1.0
Ice,Ice,Dark,0.5
Fighting,Ice,Dark,4.0
Poison,Ice,Dark,1.0
Ground,Ice,Dark,1.0
Flying,Ice,Dark,1.0
Psychic,Ice,Dark,0.0
Bug,Ice,Dark,2.0
Rock,Ice,Dark,2.0
Ghost,Ice,Dark,0.5
Dragon,Ice,Dark,1.0
Dark,Ice,Dark,0.5
Steel,Ice,Dark,2.0
Fairy,Ice,Dark,2.0
Normal,Ice,Steel,0.5
Fire,Ice,Steel,4.0
Water,Ice,Steel,1.0
Electric,Ice,Steel,1.0
Grass,Ice,Steel,0.5
Ice,Ice,Steel,0.25
Fighting,Ice,Steel,4.0
Poison,Ice,Steel,0.0
Ground,Ice,Steel,2.0
Flying,Ice,Steel,0.5
Psychic,Ice,Steel,0.5
Bug,Ice,Steel,0.5
Rock,Ice,Steel,1.0
Ghost,Ice,Steel,1.0
Dragon,Ice,Steel,0.5
Dark,Ice,Steel,1.0
Steel,Ice,Steel,1.0
Fairy,Ice,Steel,0.5
Normal,Ice,Fairy,1.0
Fire,Ice,Fairy,2.0
Water,Ice,Fairy,1.0
Electric,Ice,Fairy,1.0
Grass,Ice,Fairy,1.0
Ice,Ice,Fairy,0.5
Fighting,Ice,Fairy,1.0
Poison,Ice,Fairy,2.0
Ground,Ice,Fairy,1.0
Flying,Ice,Fairy,1.0
Psychic,Ice,Fairy,1.0
Bug,Ice,Fairy,0.5
Rock,Ice,Fairy,2.0
Ghost,Ice,Fairy,1.0
Dragon,Ice,Fairy,0.0
Dark,Ice,Fairy,0.5
Steel,Ice,Fairy,4.0
Fairy,Ice,Fairy,1.0
Normal,Fighting,,1.0
Fire,Fighting,,1.0
Water,Fighting,,1.0
Electric,Fighting,,1.0
Grass,Fighting,,1.0
Ice,Fighting,,1.0
Fighting,Fighting,,1.0
Poison,Fighting,,1.0
Ground,Fighting,,1.0
Flying,Fighting,,2.0
Psychic,Fighting,,2.0
Bug,Fighting,,0.5
Rock,Fighting,,0.5
Ghost,Fighting,,1.0
Dragon,Fighting,,1.0
Dark,Fighting,,0.5
Steel,Fighting,,1.0
Fairy,Fighting,,2.0
Normal,Fighting,Normal,1.0
Fire,Fighting,Normal,1.0
Water,Fighting,Normal,1.0
Electric,Fighting,Normal,1.0
Grass,Fighting,Normal,1.0
Ice,Fighting,Normal,1.0
Fighting,Fighting,Normal,2.0
Poison,Fighting,Normal,1.0
Ground,Fighting,Normal,1.0
Flying,Fighting,Normal,2.0
Psychic,Fighting,Normal,2.0
Bug,Fighting,Normal,0.5
Rock,Fighting,Normal,0.5
Ghost,Fighting,Normal,0.0
Dragon,Fighting,Normal,1.0
Dark,Fighting,Normal,0.5
Steel,Fighting,Normal,1.0
Fairy,Fighting,Normal,2.0
Normal,Fighting,Fire,1.0
Fire,Fighting,Fire,0.5
Water,Fighting,Fire,2.0
Electric,Fighting,Fire,1.0
Grass,Fighting,Fire,0.5
Ice,Fighting,Fire,0.5
Fighting,Fighting,Fire,1.0
Poison,Fighting,Fire,1.0
Ground,Fighting,Fire,2.0
Flying,Fighting,Fire,2.0
Psychic,Fighting,Fire,2.0
Bug,Fighting,Fire,0.25
Rock,Fighting,Fire,1.0
Ghost,Fighting,Fire,1.0
Dragon,Fighting,Fire,1.0
Dark,Fighting,Fire,0.5
Steel,Fighting,Fire,0.5
Fairy,Fighting,Fire,1.0
Normal,Fighting,Water,1.0
Fire,Fighting,Water,0.5
Water,Fighting,Water,0.5
Electric,Fighting,Water,2.0
Grass,Fighting,Water,2.0
Ice,Fighting,Water,0.5
Fighting,Fighting,Water,1.0
Poison,Fighting,Water,1.0
Ground,Fighting,Water,1.0
Flying,Fighting,Water,2.0
Psychic,Fighting,Water,2.0
Bug,Fighting,Water,0.5
Rock,Fighting,Water,0.5
Ghost,Fighting,Water,1.0
Dragon,Fighting,Water,1.0
Dark,Fighting,Water,0.5
Steel,Fighting,Water,0.5
Fairy,Fighting,Water,2.0
Normal,Fighting,Electric,1.0
Fire,Fighting,Electric,1.0
Water,Fighting,Electric,1.0
Electric,Fighting,Electric,0.5
Grass,Fighting,Electric,1.0
Ice,Fighting,Electric,1.0
Fighting,Fighting,Electric,1.0
Poison,Fighting,Electric,1.0
Ground,Fighting,Electric,2.0
Flying,Fighting,Electric,1.0
Psychic,Fighting,Electric,2.0
Bug,Fighting,Electric,0.5
Rock,Fighting,Electric,0.5
Ghost,Fighting,Electric,1.0
Dragon,Fighting,Electric,1.0
Dark,Fighting,Electric,0.5
Steel,Fighting,Electric,0.5
Fairy,Fighting,Electric,2.0
Normal,Fighting,Grass,1.0
Fire,Fighting,Grass,2.0
Water,Fighting,Grass,0.5
Electric,Fighting,Grass,0.5
Grass,Fighting,Grass,0.5
Ice,Fighting,Grass,2.0
Fighting,Fighting,Grass,1.0
Poison,Fighting,Grass,2.0
Ground,Fighting,Grass,0.5
Flying,Fighting,Grass,4.0
Psychic,Fighting,Grass,2.0
Bug,Fighting,Grass,1.0
Rock,Fighting,Grass,0.5
Ghost,Fighting,Grass,1.0
Dragon,Fighting,Grass,1.0
Dark,Fighting,Grass,0.5
Steel,Fighting,Grass,1.0
Fairy,Fighting,Grass,2.0
Normal,Fighting,Ice,1.0
Fire,Fighting,Ice,2.0
Water,Fighting,Ice,1.0
Electric,Fighting,Ice,1.0
Grass,Fighting,Ice,1.0
Ice,Fighting,Ice,0.5
Fighting,Fighting,Ice,2.0
Poison,Fighting,Ice,1.0
Ground,Fighting,Ice,1.0
Flying,Fighting,Ice,2.0
Psychic,Fighting,Ice,2.0
Bug,Fighting,Ice,0.5
Rock,Fighting,Ice,1.0
Ghost,Fighting,Ice,1.0
Dragon,Fighting,Ice,1.0
Dark,Fighting,Ice,0.5
Steel,Fighting,Ice,2.0
Fairy,Fighting,Ice,2.0
Normal,Fighting,Poison,1.0
Fire,Fighting,Poison,1.0
Water,Fighting,Poison,1.0
Electric,Fighting,Poison,1.0
Grass,Fighting,Poison,0.5
Ice,Fighting,Poison,1.0
Fighting,Fighting,Poison,0.5
Poison,Fighting,Poison,0.5
Ground,Fighting,Poison,2.0
Flying,Fighting,Poison,2.0
Psychic,Fighting,Poison,4.0
Bug,Fighting,Poison,0.25
Rock,Fighting,Poison,0.5
Ghost,Fighting,Poison,1.0
Dragon,Fighting,Poison,1.0
Dark,Fighting,Poison,0.5
Steel,Fighting,Poison,1.0
Fairy,Fighting,Poison,1.0
Normal,Fighting,Ground,1.0
Fire,Fighting,Ground,1.0
Water,Fighting,Ground,2.0
Electric,Fighting,Ground,0.0
Grass,Fighting,Ground,2.0
Ice,Fighting,Ground,2.0
Fighting,Fighting,Ground,1.0
Poison,Fighting,Ground,0.5
Ground,Fighting,Ground,1.0
Flying,Fighting,Ground,2.0
Psychic,Fighting,Ground,2.0
Bug,Fighting,Ground,0.5
Rock,Fighting,Ground,0.25
Ghost,Fighting,Ground,1.0
Dragon,Fighting,Ground,1.0
Dark,Fighting,Ground,0.5
Steel,Fighting,Ground,1.0
Fairy,Fighting,Ground,2.0
Normal,Fighting,Flying,1.0
Fire,Fighting,Flying,1.0
Water,Fighting,Flying,1.0
Electric,Fighting,Flying,2.0
Grass,Fighting,Flying,0.5
Ice,Fighting,Flying,2.0
Fighting,Fighting,Flying,0.5
Poison,Fighting,Flying,1.0
Ground,Fighting,Flying,0.0
Flying,Fighting,Flying,2.0
Psychic,Fighting,Flying,2.0
Bug,Fighting,Flying,0.25
Rock,Fighting,Flying,1.0
Ghost,Fighting,Flying,1.0
Dragon,Fighting,Flying,1.0
Dark,Fighting,Flying,0.5
Steel,Fighting,Flying,1.0
Fairy,Fighting,Flying,2.0
Normal,Fighting,Psychic,1.0
Fire,Fighting,Psychic,1.0
Water,Fighting,Psychic,1.0
Electric,Fighting,Psychic,1.0
Grass,Fighting,Psychic,1.0
Ice,Fighting,Psychic,1.0
Fighting,Fighting,Psychic,0.5
Poison,Fighting,Psychic,1.0
Ground,Fighting,Psychic,1.0
Flying,Fighting,Psychic,2.0
Psychic,Fighting,Psychic,1.0
Bug,Fighting,Psychic,1.0
Rock,Fighting,Psychic,0.5
Ghost,Fighting,Psychic,2.0
Dragon,Fighting,Psychic,1.0
Dark,Fighting,Psychic,1.0
Steel,Fighting,Psychic,1.0
Fairy,Fighting,Psychic,2.0
Normal,Fighting,Bug,1.0
Fire,Fighting,Bug,2.0
Water,Fighting,Bug,1.0
Electric,Fighting,Bug,1.0
Grass,Fighting,Bug,0.5
Ice,Fighting,Bug,1.0
Fighting,Fighting,Bug,0.5
Poison,Fighting,Bug,1.0
Ground,Fighting,Bug,0.5
Flying,Fighting,Bug,4.0
Psychic,Fighting,Bug,2.0
Bug,Fighting,Bug,0.5
Rock,Fighting,Bug,1.0
Ghost,Fighting,Bug,1.0
Dragon,Fighting,Bug,1.0
Dark,Fighting,Bug,0.5
Steel,Fighting,Bug,1.0
Fairy,Fighting,Bug,2.0
Normal,Fighting,Rock,0.5
Fire,Fighting,Rock,0.5
Water,Fighting,Rock,2.0
Electric,Fighting,Rock,1.0
Grass,Fighting,Rock,2.0
Ice,Fighting,Rock,1.0
Fighting,Fighting,Rock,2.0
Poison,Fighting,Rock,0.5
Ground,Fighting,Rock,2.0
Flying,Fighting,Rock,1.0
Psychic,Fighting,Rock,2.0
Bug,Fighting,Rock,0.5
Rock,Fighting,Rock,0.5
Ghost,Fighting,Rock,1.0
Dragon,Fighting,Rock,1.0
Dark,Fighting,Rock,0.5
Steel,Fighting,Rock,2.0
Fairy,Fighting,Rock,2.0
Normal,Fighting,Ghost,0.0
Fire,Fighting,Ghost,1.0
Water,Fighting,Ghost,1.0
Electric,Fighting,Ghost,1.0
Grass,Fighting,Ghost,1.0
Ice,Fighting,Ghost,1.0
Fighting,Fighting,Ghost,0.0
Poison,Fighting,Ghost,0.5
Ground,Fighting,Ghost,1.0
Flying,Fighting,Ghost,2.0
Psychic,Fighting,Ghost,2.0
Bug,Fighting,Ghost,0.25
Rock,Fighting,Ghost,0.5
Ghost,Fighting,Ghost,2.0
Dragon,Fighting,Ghost,1.0
Dark,Fighting,Ghost,1.0
Steel,Fighting,Ghost,1.0
Fairy,Fighting,Ghost,2.0
Normal,Fighting,Dragon,1.0
Fire,Fighting,Dragon,0.5
Water,Fighting,Dragon,0.5
Electric,Fighting,Dragon,0.5
Grass,Fighting,Dragon,0.5
Ice,Fighting,Dragon,2.0
Fighting,Fighting,Dragon,1.0
Poison,Fighting,Dragon,1.0
Ground,Fighting,Dragon,1.0
Flying,Fighting,Dragon,2.0
Psychic,Fighting,Dragon,2.0
Bug,Fighting,Dragon,0.5
Rock,Fighting,Dragon,0.5
Ghost,Fighting,Dragon,1.0
Dragon,Fighting,Dragon,2.0
Dark,Fighting,Dragon,0.5
Steel,Fighting,Dragon,1.0
Fairy,Fighting,Dragon,4.0
Normal,Fighting,Dark,1.0
Fire,Fighting,Dark,1.0
Water,Fighting,Dark,1.0
Electric,Fighting,Dark,1.0
Grass,Fighting,Dark,1.0
Ice,Fighting,Dark,1.0
Fighting,Fighting,Dark,2.0
Poison,Fighting,Dark,1.0
Ground,Fighting,Dark,1.0
Flying,Fighting,Dark,2.0
Psychic,Fighting,Dark,0.0
Bug,Fighting,Dark,1.0
Rock,Fighting,Dark,0.5
Ghost,Fighting,Dark,0.5
Dragon,Fighting,Dark,1.0
Dark,Fighting,Dark,0.25
Steel,Fighting,Dark,1.0
Fairy,Fighting,Dark,4.0
Normal,Fighting,Steel,0.5
Fire,Fighting,Steel,2.0
Water,Fighting,Steel,1.0
Electric,Fighting,Steel,1.0
Grass,Fighting,Steel,0.5
Ice,Fighting,Steel,0.5
Fighting,Fighting,Steel,2.0
Poison,Fighting,Steel,0.0
Ground,Fighting,Steel,2.0
Flying,Fighting,Steel,1.0
Psychic,Fighting,Steel,1.0
Bug,Fighting,Steel,0.25
Rock,Fighting,Steel,0.25
Ghost,Fighting,Steel,1.0
Dragon,Fighting,Steel,0.5
Dark,Fighting,Steel,0.5
Steel,Fighting,Steel,0.5
Fairy,Fighting,Steel,1.0
Normal,Fighting,Fairy,1.0
Fire,Fighting,Fairy,1.0
Water,Fighting,Fairy,1.0
Electric,Fighting,Fairy,1.0
Grass,Fighting,Fairy,1.0
Ice,Fighting,Fairy,1.0
Fighting,Fighting,Fairy,0.5
Poison,Fighting,Fairy,2.0
Ground,Fighting,Fairy,1.0
Flying,Fighting,Fairy,2.0
Psychic,Fighting,Fairy,2.0
Bug,Fighting,Fairy,0.25
Rock,Fighting,Fairy,0.5
Ghost,Fighting,Fairy,1.0
Dragon,Fighting,Fairy,0.0
Dark,Fighting,Fairy,0.25
Steel,Fighting,Fairy,2.0
Fairy,Fighting,Fairy,2.0
Normal,Poison,,1.0
Fire,Poison,,1.0
Water,Poison,,1.0
Electric,Poison,,1.0
Grass,Poison,,0.5
Ice,Poison,,1.0
Fighting,Poison,,0.5
Poison,Poison,,0.5
Ground,Poison,,2.0
Flying,Poison,,1.0
Psychic,Poison,,2.0
Bug,Poison,,0.5
Rock,Poison,,1.0
Ghost,Poison,,1.0
Dragon,Poison,,1.0
Dark,Poison,,1.0
Steel,Poison,,1.0
Fairy,Poison,,0.5
Normal,Poison,Normal,1.0
Fire,Poison,Normal,1.0
Water,Poison,Normal,1.0
Electric,Poison,Normal,1.0
Grass,Poison,Normal,0.5
Ice,Poison,Normal,1.0
Fighting,Poison,Normal,1.0
Poison,Poison,Normal,0.5
Ground,Poison,Normal,2.0
Flying,Poison,Normal,1.0
Psychic,Poison,Normal,2.0
Bug,Poison,Normal,0.5
Rock,Poison,Normal,1.0
Ghost,Poison,Normal,0.0
Dragon,Poison,Normal,1.0
Dark,Poison,Normal,1.0
Steel,Poison,Normal,1.0
Fairy,Poison,Normal,0.5
Normal,Poison,Fire,1.0
Fire,Poison,Fire,0.5
Water,Poison,Fire,2.0
Electric,Poison,Fire,1.0
Grass,Poison,Fire,0.25
Ice,Poison,Fire,0.5
Fighting,Poison,Fire,0.5
Poison,Poison,Fire,0.5
Ground,Poison,Fire,4.0
Flying,Poison,Fire,1.0
Psychic,Poison,Fire,2.0
Bug,Poison,Fire,0.25
Rock,Poison,Fire,2.0
Ghost,Poison,Fire,1.0
Dragon,Poison,Fire,1.0
Dark,Poison,Fire,1.0
Steel,Poison,Fire,0.5
Fairy,Poison,Fire,0.25
Normal,Poison,Water,1.0
Fire,Poison,Water,0.5
Water,Poison,Water,0.5
Electric,Poison,Water,2.0
Grass,Poison,Water,1.0
Ice,Poison,Water,0.5
Fighting,Poison,Water,0.5
Poison,Poison,Water,0.5
Ground,Poison,Water,2.0
Flying,Poison,Water,1.0
Psychic,Poison,Water,2.0
Bug,Poison,Water,0.5
Rock,Poison,Water,1.0
Ghost,Poison,Water,1.0
Dragon,Poison,Water,1.0
Dark,Poison,Water,1.0
Steel,Poison,Water,0.5
Fairy,Poison,Water,0.5
Normal,Poison,Electric,1.0
Fire,Poison,Electric,1.0
Water,Poison,Electric,1.0
Electric,Poison,Electric,0.5
Grass,Poison,Electric,0.5
Ice,Poison,Electric,1.0
Fighting,Poison,Electric,0.5
Poison,Poison,Electric,0.5
Ground,Poison,Electric,4.0
Flying,Poison,Electric,0.5
Psychic,Poison,Electric,2.0
Bug,Poison,Electric,0.5
Rock,Poison,Electric,1.0
Ghost,Poison,Electric,1.0
Dragon,Poison,Electric,1.0
Dark,Poison,Electric,1.0
Steel,Poison,Electric,0.5
Fairy,Poison,Electric,0.5
Normal,Poison,Grass,1.0
Fire,Poison,Grass,2.0
Water,Poison,Grass,0.5
Electric,Poison,Grass,0.5
Grass,Poison,Grass,0.25
Ice,Poison,Grass,2.0
Fighting,Poison,Grass,0.5
Poison,Poison,Grass,1.0
Ground,Poison,Grass,1.0
Flying,Poison,Grass,2.0
Psychic,Poison,Grass,2.0
Bug,Poison,Grass,1.0
Rock,Poison,Grass,1.0
Ghost,Poison,Grass,1.0
Dragon,Poison,Grass,1.0
Dark,Poison,Grass,1.0
Steel,Poison,Grass,1.0
Fairy,Poison,Grass,0.5
Normal,Poison,Ice,1.0
Fire,Poison,Ice,2.0
Water,Poison,Ice,1.0
Electric,Poison,Ice,1.0
Grass,Poison,Ice,0.5
Ice,Poison,Ice,0.5
Fighting,Poison,Ice,1.0
Poison,Poison,Ice,0.5
Ground,Poison,Ice,2.0
Flying,Poison,Ice,1.0
Psychic,Poison,Ice,2.0
Bug,Poison,Ice,0.5
Rock,Poison,Ice,2.0
Ghost,Poison,Ice,1.0
Dragon,Poison,Ice,1.0
Dark,Poison,Ice,1.0
Steel,Poison,Ice,2.0
Fairy,Poison,Ice,0.5
Normal,Poison,Fighting,1.0
Fire,Poison,Fighting,1.0
Water,Poison,Fighting,1.0
Electric,Poison,Fighting,1.0
Grass,Poison,Fighting,0.5
Ice,Poison,Fighting,1.0
Fighting,Poison,Fighting,0.5
Poison,Poison,Fighting,0.5
Ground,Poison,Fighting,2.0
Flying,Poison,Fighting,2.0
Psychic,Poison,Fighting,4.0
Bug,Poison,Fighting,0.25
Rock,Poison,Fighting,0.5
Ghost,Poison,Fighting,1.0
Dragon,Poison,Fighting,1.0
Dark,Poison,Fighting,0.5
Steel,Poison,Fighting,1.0
Fairy,Poison,Fighting,1.0
Normal,Poison,Ground,1.0
Fire,Poison,Ground,1.0
Water,Poison,Ground,2.0
Electric,Poison,Ground,0.0
Grass,Poison,Ground,1.0
Ice,Poison,Ground,2.0
Fighting,Poison,Ground,0.5
Poison,Poison,Ground,0.25
Ground,Poison,Ground,2.0
Flying,Poison,Ground,1.0
Psychic,Poison,Ground,2.0
Bug,Poison,Ground,0.5
Rock,Poison,Ground,0.5
Ghost,Poison,Ground,1.0
Dragon,Poison,Ground,1.0
Dark,Poison,Ground,1.0
Steel,Poison,Ground,1.0
Fairy,Poison,Ground,0.5
Normal,Poison,Flying,1.0
Fire,Poison,Flying,1.0
Water,Poison,Flying,1.0
Electric,Poison,Flying,2.0
Grass,Poison,Flying,0.25
Ice,Poison,Flying,2.0
Fighting,Poison,Flying,0.25
Poison,Poison,Flying,0.5
Ground,Poison,Flying,0.0
Flying,Poison,Flying,1.0
Psychic,Poison,Flying,2.0
Bug,Poison,Flying,0.25
Rock,Poison,Flying,2.0
Ghost,Poison,Flying,1.0
Dragon,Poison,Flying,1.0
Dark,Poison,Flying,1.0
Steel,Poison,Flying,1.0
Fairy,Poison,Flying,0.5
Normal,Poison,Psychic,1.0
Fire,Poison,Psychic,1.0
Water,Poison,Psychic,1.0
Electric,Poison,Psychic,1.0
Grass,Poison,Psychic,0.5
Ice,Poison,Psychic,1.0
Fighting,Poison,Psychic,0.25
Poison,Poison,Psychic,0.5
Ground,Poison,Psychic,2.0
Flying,Poison,Psychic,1.0
Psychic,Poison,Psychic,1.0
Bug,Poison,Psychic,1.0
Rock,Poison,Psychic,1.0
Ghost,Poison,Psychic,2.0
Dragon,Poison,Psychic,1.0
Dark,Poison,Psychic,2.0
Steel,Poison,Psychic,1.0
Fairy,Poison,Psychic,0.5
Normal,Poison,Bug,1.0
Fire,Poison,Bug,2.0
Water,Poison,Bug,1.0
Electric,Poison,Bug,1.0
Grass,Poison,Bug,0.25
Ice,Poison,Bug,1.0
Fighting,Poison,Bug,0.25
Poison,Poison,Bug,0.5
Ground,Poison,Bug,1.0
Flying,Poison,Bug,2.0
Psychic,Poison,Bug,2.0
Bug,Poison,Bug,0.5
Rock,Poison,Bug,2.0
Ghost,Poison,Bug,1.0
Dragon,Poison,Bug,1.0
Dark,Poison,Bug,1.0
Steel,Poison,Bug,1.0
Fairy,Poison,Bug,0.5
Normal,Poison,Rock,0.5
Fire,Poison,Rock,0.5
Water,Poison,Rock,2.0
Electric,Poison,Rock,1.0
Grass,Poison,Rock,1.0
Ice,Poison,Rock,1.0
Fighting,Poison,Rock,1.0
Poison,Poison,Rock,0.25
Ground,Poison,Rock,4.0
Flying,Poison,Rock,0.5
Psychic,Poison,Rock,2.0
Bug,Poison,Rock,0.5
Rock,Poison,Rock,1.0
Ghost,Poison,Rock,1.0
Dragon,Poison,Rock,1.0
Dark,Poison,Rock,1.0
Steel,Poison,Rock,2.0
Fairy,Poison,Rock,0.5
Normal,Poison,Ghost,0.0
Fire,Poison,Ghost,1.0
Water,Poison,Ghost,1.0
Electric,Poison,Ghost,1.0
Grass,Poison,Ghost,0.5
Ice,Poison,Ghost,1.0
Fighting,Poison,Ghost,0.0
Poison,Poison,Ghost,0.25
Ground,Poison,Ghost,2.0
Flying,Poison,Ghost,1.0
Psychic,Poison,Ghost,2.0
Bug,Poison,Ghost,0.25
Rock,Poison,Ghost,1.0
Ghost,Poison,Ghost,2.0
Dragon,Poison,Ghost,1.0
Dark,Poison,Ghost,2.0
Steel,Poison,Ghost,1.0
Fairy,Poison,Ghost,0.5
Normal,Poison,Dragon,1.0
Fire,Poison,Dragon,0.5
Water,Poison,Dragon,0.5
Electric,Poison,Dragon,0.5
Grass,Poison,Dragon,0.25
Ice,Poison,Dragon,2.0
Fighting,Poison,Dragon,0.5
Poison,Poison,Dragon,0.5
Ground,Poison,Dragon,2.0
Flying,Poison,Dragon,1.0
Psychic,Poison,Dragon,2.0
Bug,Poison,Dragon,0.5
Rock,Poison,Dragon,1.0
Ghost,Poison,Dragon,1.0
Dragon,Poison,Dragon,2.0
Dark,Poison,Dragon,1.0
Steel,Poison,Dragon,1.0
Fairy,Poison,Dragon,1.0
Normal,Poison,Dark,1.0
Fire,Poison,Dark,1.0
Water,Poison,Dark,1.0
Electric,Poison,Dark,1.0
Grass,Poison,Dark,0.5
Ice,Poison,Dark,1.0
Fighting,Poison,Dark,1.0
Poison,Poison,Dark,0.5
Ground,Poison,Dark,2.0
Flying,Poison,Dark,1.0
Psychic,Poison,Dark,0.0
Bug,Poison,Dark,1.0
Rock,Poison,Dark,1.0
Ghost,Poison,Dark,0.5
Dragon,Poison,Dark,1.0
Dark,Poison,Dark,0.5
Steel,Poison,Dark,1.0
Fairy,Poison,Dark,1.0
Normal,Poison,Steel,0.5
Fire,Poison,Steel,2.0
Water,Poison,Steel,1.0
Electric,Poison,Steel,1.0
Grass,Poison,Steel,0.25
Ice,Poison,Steel,0.5
Fighting,Poison,Steel,1.0
Poison,Poison,Steel,0.0
Ground,Poison,Steel,4.0
Flying,Poison,Steel,0.5
Psychic,Poison,Steel,1.0
Bug,Poison,Steel,0.25
Rock,Poison,Steel,0.5
Ghost,Poison,Steel,1.0
Dragon,Poison,Steel,0.5
Dark,Poison,Steel,1.0
Steel,Poison,Steel,0.5
Fairy,Poison,Steel,0.25
Normal,Poison,Fairy,1.0
Fire,Poison,Fairy,1.0
Water,Poison,Fairy,1.0
